1,0.967205,0.088799,0.088799
2,1.380542,0.071105,0.071105
4,2.410468,2.253365,2.253365
3,2.574596,2.089237,2.089237
7,2.656492,2.007340,2.007340
6,3.190445,1.473388,1.473388
8,3.793362,0.870471,0.870471
5,4.042391,0.621441,0.621441
10,4.666152,0.156237,0.156237
14,5.998874,1.119607,1.119607
11,6.017169,1.101312,1.101312
13,6.657978,0.460504,0.460504
16,6.667638,0.450844,0.450844
15,6.817204,0.301277,0.301277
17,7.086325,0.032156,0.032156
20,7.233834,0.046769,0.046769
18,7.475469,0.039528,0.039528
12,7.518299,0.859603,0.859603
19,7.609000,0.768902,0.768902
27,7.862240,0.515662,0.515662
22,7.866785,0.511117,0.511117
26,7.955786,0.422116,0.422116
9,7.973533,0.404369,0.404369
31,8.032208,0.345694,0.345694
32,8.085144,0.292758,0.292758
28,8.531964,0.516589,0.516589
34,8.577315,0.471238,0.471238
24,8.654294,0.394259,0.394259
35,8.676919,0.371634,0.371634
36,8.865747,0.182806,0.182806
21,8.907916,0.140637,0.140637
23,8.996405,0.052148,0.052148
40,9.021407,0.027146,0.027146
41,9.078608,3.295255,3.295255
38,9.152589,3.221273,3.221273
25,9.293063,3.080799,3.080799
45,9.363159,3.010703,3.010703
46,9.447125,2.926737,2.926737
44,9.990560,2.383302,2.383302
37,10.160689,2.213173,2.213173
30,10.348938,2.024924,2.024924
47,10.359618,2.014244,2.014244
49,10.440651,1.933211,1.933211
42,10.485839,1.888023,1.888023
50,10.626842,1.747020,1.747020
53,10.635301,1.738561,1.738561
33,10.788913,1.584949,1.584949
56,10.871759,1.502103,1.502103
29,10.875039,1.498823,1.498823
51,10.945946,1.427916,1.427916
52,11.345919,1.027943,1.027943
59,11.504732,0.869130,0.869130
54,11.594855,0.779007,0.779007
61,11.672708,0.701154,0.701154
43,11.687229,0.686633,0.686633
55,11.687757,0.686106,0.686106
39,11.751771,0.622091,0.622091
58,11.755865,0.617998,0.617998
57,11.786450,0.587412,0.587412
65,11.879880,0.493982,0.493982
48,12.102963,0.270899,0.270899
70,12.303094,0.070768,0.070768
71,12.408744,0.417403,0.417403
67,12.452666,0.373481,0.373481
72,12.524716,0.301431,0.301431
68,12.731762,0.094386,0.094386
64,12.759504,0.066644,0.066644
76,12.803773,0.022374,0.022374
74,12.883761,0.371192,0.371192
81,12.914140,0.340813,0.340813
79,13.109514,0.145439,0.145439
63,13.137410,0.117543,0.117543
78,13.219534,0.035419,0.035419
83,13.228872,0.026082,0.026082
75,13.267981,1.577001,1.577001
85,13.272732,1.572250,1.572250
80,13.322438,1.522544,1.522544
84,13.369129,1.475853,1.475853
69,13.511615,1.333367,1.333367
88,13.569057,1.275925,1.275925
86,13.656814,1.188167,1.188167
91,13.712879,1.132103,1.132103
87,13.732338,1.112643,1.112643
77,13.744996,1.099986,1.099986
95,13.789770,1.055211,1.055211
92,13.852510,0.992471,0.992471
99,13.974304,0.870678,0.870678
73,14.049441,0.795541,0.795541
